Fecha,Año,Trimestre,Mes,Nombre_mes,Semana,Dia,Dia_de_la_semana
2023-11-06,2023,4,11,noviembre,45,6,lunes
2023-11-07,2023,4,11,noviembre,45,7,martes
2023-11-08,2023,4,11,noviembre,45,8,miércoles
2023-11-09,2023,4,11,noviembre,45,9,jueves
2023-11-10,2023,4,11,noviembre,45,10,viernes
2023-11-11,2023,4,11,noviembre,45,11,sábado
2023-11-12,2023,4,11,noviembre,46,12,domingo
2023-11-13,2023,4,11,noviembre,46,13,lunes
2023-11-14,2023,4,11,noviembre,46,14,martes
2023-11-15,2023,4,11,noviembre,46,15,miércoles
2023-11-16,2023,4,11,noviembre,46,16,jueves
2023-11-17,2023,4,11,noviembre,46,17,viernes
2023-11-18,2023,4,11,noviembre,46,18,sábado
2023-11-19,2023,4,11,noviembre,47,19,domingo
2023-11-20,2023,4,11,noviembre,47,20,lunes
2023-11-21,2023,4,11,noviembre,47,21,martes
2023-11-22,2023,4,11,noviembre,47,22,miércoles
2023-11-23,2023,4,11,noviembre,47,23,jueves
2023-11-24,2023,4,11,noviembre,47,24,viernes
2023-11-25,2023,4,11,noviembre,47,25,sábado
2023-11-26,2023,4,11,noviembre,48,26,domingo
2023-11-27,2023,4,11,noviembre,48,27,lunes
2023-11-28,2023,4,11,noviembre,48,28,martes
2023-11-29,2023,4,11,noviembre,48,29,miércoles
2023-11-30,2023,4,11,noviembre,48,30,jueves
2023-12-01,2023,4,12,diciembre,48,1,viernes
2023-12-02,2023,4,12,diciembre,48,2,sábado
2023-12-03,2023,4,12,diciembre,49,3,domingo
2023-12-04,2023,4,12,diciembre,49,4,lunes
2023-12-05,2023,4,12,diciembre,49,5,martes
2023-12-06,2023,4,12,diciembre,49,6,miércoles
2023-12-07,2023,4,12,diciembre,49,7,jueves
2023-12-08,2023,4,12,diciembre,49,8,viernes
2023-12-09,2023,4,12,diciembre,49,9,sábado
2023-12-10,2023,4,12,diciembre,50,10,domingo
2023-12-11,2023,4,12,diciembre,50,11,lunes
2023-12-12,2023,4,12,diciembre,50,12,martes
2023-12-13,2023,4,12,diciembre,50,13,miércoles
2023-12-14,2023,4,12,diciembre,50,14,jueves
2023-12-15,2023,4,12,diciembre,50,15,viernes
2023-12-16,2023,4,12,diciembre,50,16,sábado
2023-12-17,2023,4,12,diciembre,51,17,domingo
2023-12-18,2023,4,12,diciembre,51,18,lunes
2023-12-19,2023,4,12,diciembre,51,19,martes
2023-12-20,2023,4,12,diciembre,51,20,miércoles
2023-12-21,2023,4,12,diciembre,51,21,jueves
2023-12-22,2023,4,12,diciembre,51,22,viernes
2023-12-23,2023,4,12,diciembre,51,23,sábado
2023-12-24,2023,4,12,diciembre,52,24,domingo
2023-12-25,2023,4,12,diciembre,52,25,lunes
2023-12-26,2023,4,12,diciembre,52,26,martes
2023-12-27,2023,4,12,diciembre,52,27,miércoles
2023-12-28,2023,4,12,diciembre,52,28,jueves
2023-12-29,2023,4,12,diciembre,52,29,viernes
2023-12-30,2023,4,12,diciembre,52,30,sábado
2023-12-31,2023,4,12,diciembre,53,31,domingo
