codigo_tienda,tipo_tienda,latitud_tienda,longitud_tienda
15390644,Tienda especializada,3.44969401587,-76.5295340296
14185227,Tienda especializada,3.4525058403,-76.5303605596
11857968,Tienda especializada,3.472828676,-76.52612536
11475811,Tienda especializada,3.466896686,-76.51251025
10765170,Tienda especializada,3.465075585,-76.53117823
12547568,Tienda especializada,3.434033267,-76.53623238
13333372,Tienda especializada,3.346976387,-76.53024626
12370557,Tienda especializada,3.401427793,-76.51060779
14564538,Tienda especializada,3.475166839,-76.52634948
11152808,Tienda especializada,3.452843873,-76.52954302
13472063,Tienda especializada,3.386546523,-76.53828585
11614500,Tienda especializada,3.40736336904,-76.5023061243
12481628,Tienda especializada,3.451009773,-76.53715505
13704093,Tienda especializada,3.42039956495,-76.5453174314
10853612,Tienda especializada,3.484523024,-76.51291083
13834924,Tienda especializada,3.460500448,-76.53343898
12494324,Tienda especializada,3.481110494,-76.51498455
13904826,Tienda especializada,3.472391945,-76.52195072
11646221,Tienda especializada,3.419248597,-76.51749956
13509625,Tienda especializada,3.44387056598,-76.5220074833
12851234,Tienda especializada,3.410347299,-76.54736534
15190762,Tienda especializada,3.421072053,-76.54471543
12443917,Tienda especializada,3.398445992,-76.55400717
10005353,Tienda especializada,3.44160200546,-76.5336730034
14828800,Tienda especializada,3.447277495,-76.5399058
13388699,Tienda especializada,3.466133148,-76.53022823
12660536,Tienda especializada,3.398635893,-76.52246982
12995585,Tienda especializada,3.44383670199,-76.5000689175
10599355,Tienda especializada,3.43944749903,-76.5261366068
13293782,Tienda especializada,3.418682686,-76.52968434
14157499,Tienda especializada,3.45837685738,-76.5145608637
12057535,Tienda especializada,3.442527702,-76.52983196
15399314,Tienda especializada,3.42755364214,-76.5334307677
11278132,Tienda especializada,3.472031095,-76.52798061
13113303,Tienda especializada,3.36055738,-76.53071858
14667364,Tienda especializada,3.36660227643,-76.5303537448
14699581,Tienda especializada,3.414918136,-76.54030757
14634901,Tienda especializada,3.454544117,-76.52059777
15322191,Tienda especializada,3.41995186504,-76.5171500341
11017951,Tienda especializada,3.36403243909,-76.5331970184
14740583,Tienda especializada,3.45872871,-76.53353489
13318241,Tienda especializada,3.414277315,-76.53771176
15266224,Tienda especializada,3.447652252,-76.53889419
13449566,Tienda especializada,3.4414771627,-76.5124172158
14326649,Tienda especializada,3.485806948,-76.51629204
13350616,Tienda especializada,3.371484972,-76.52021258
14594907,Tienda especializada,3.449126621,-76.53027903
11884632,Tienda especializada,3.464714545,-76.51453818
10917235,Tienda especializada,3.3936114782,-76.5428625004
14616627,Tienda especializada,3.4707601131,-76.5284971147
11079308,Tienda especializada,3.450357767,-76.53243432
11646254,Tienda especializada,3.450158026,-76.54027071
12501656,Tienda especializada,3.44776589725,-76.5336380507
12343885,Tienda especializada,3.36200370488,-76.5312341522
14371512,Tienda especializada,3.47075878,-76.5287168
11241304,Tienda especializada,3.46670069256,-76.5301182967
12779377,Tienda especializada,3.40365903642,-76.5300909356
13583984,Tienda especializada,3.44762255716,-76.5390167027
13853106,Tienda especializada,3.48517032,-76.52615479
11034238,Tienda especializada,3.370815517,-76.53756078
13508056,Tienda especializada,3.388225564,-76.53880176
14769624,Tienda especializada,3.46411811359,-76.5140409401
14374482,Tienda especializada,3.487412702,-76.5111439
11807948,Tienda especializada,3.368533162,-76.53691325
15443005,Tienda especializada,3.366323303,-76.53016583
13706023,Tienda especializada,3.424686274,-76.5404202
10321651,Tienda especializada,3.37132076526,-76.5260810572
13961214,Tienda especializada,3.487074177,-76.49787974
14732606,Tienda especializada,3.464681222,-76.484616708
13901442,Tienda especializada,3.408661618,-76.54653545
10773448,Tienda especializada,3.37132076526,-76.5260810572
12383030,Tienda especializada,3.419299052,-76.52198525
14791388,Tienda especializada,3.45315003549,-76.5304217417
10964559,Tienda especializada,3.43309087498,-76.5437666973
13807300,Tienda especializada,3.44646381176,-76.5400252646
13762901,Tienda especializada,3.424417575,-76.53380336
15624679,Tienda especializada,3.48665466337,-76.4993459206
15288764,Tienda especializada,3.339844265,-76.53105499
12363917,Tienda especializada,3.480567781,-76.49780871
11308996,Tienda especializada,3.412291014,-76.54708663
12651303,Tienda especializada,3.44670521682,-76.5407048047
11940632,Tienda especializada,3.44553549567,-76.5266821044
12997854,Tienda especializada,3.398661163,-76.54282528
14647986,Tienda especializada,3.37079134873,-76.5276728642
10543924,Tienda especializada,3.45104498864,-76.5468832527
10925808,Tienda especializada,3.450176183,-76.52261192
14164636,Tienda especializada,3.366581986,-76.52873628
15476294,Tienda especializada,3.36055738,-76.53071858
10804888,Tienda especializada,3.41430396693,-76.5370454696
14667166,Tienda especializada,3.4689500142,-76.5286553324
14945067,Tienda especializada,3.395709159,-76.537865513
13944848,Tienda especializada,3.472857878,-76.52627118
11967114,Tienda especializada,3.45077910812,-76.5248112219
10922920,Tienda especializada,3.37079134873,-76.5276728642
11493608,Tienda especializada,3.45036533235,-76.5394627335
10790590,Tienda especializada,3.4197109136,-76.5359236633
11601689,Tienda especializada,3.47734222548,-76.5263832669
11058765,Tienda especializada,3.38878010182,-76.5383926895
12896338,Tienda especializada,3.42439950525,-76.4635425739
10599348,Tienda especializada,3.47445935541,-76.4931245183
11322609,Tienda especializada,3.47944521244,-76.5265607305
11287232,Tienda especializada,3.472664797,-76.52486552
11810314,Tienda especializada,3.47645098725,-76.5044075395
14588503,Tienda especializada,3.34281690507,-76.537152817
11761327,Tienda especializada,3.43398258194,-76.5361471513
11544038,Tienda especializada,3.366637817,-76.5317890491
13969100,Tienda especializada,3.4705532,-76.52956008
12176368,Tienda especializada,3.4485822266,-76.5328586462
11306693,Tienda especializada,3.41342363032,-76.5097447344
13557186,Tienda especializada,3.459891851,-76.5347995
12801205,Tienda especializada,3.424193192,-76.54515451
11645512,Tienda especializada,3.42985186109,-76.5208856924
13411749,Tienda especializada,3.47775261365,-76.5170795291
12370490,Tienda especializada,3.444911136,-76.5002476
14047427,Tienda especializada,3.474408128,-76.4944632
10911550,Tienda especializada,3.466956979,-76.52612191
14787840,Tienda especializada,3.466700693,-76.5301183
15555923,Tienda especializada,3.47147872846,-76.5236254095
11863180,Tienda especializada,3.45787401934,-76.5131785721
12487039,Tienda especializada,3.426606104,-76.51182929
13614904,Tienda especializada,3.436755269,-76.53669638
12351425,Tienda especializada,3.39463822606,-76.545712946
12683918,Tienda especializada,3.450511367,-76.54039205
10936623,Tienda especializada,3.485806948,-76.51629204
12892113,Tienda especializada,3.364469925,-76.53541064
11081841,Tienda especializada,3.42862919864,-76.538357969
13989058,Tienda especializada,3.429660684,-76.53815167
11279189,Tienda especializada,3.4412006765,-76.5125925137
11488889,Tienda especializada,3.43384490477,-76.5457720398
11601705,Tienda especializada,3.39788338,-76.53811296
13762968,Tienda especializada,3.36505995674,-76.5356744957
14407654,Tienda especializada,3.384117253,-76.54410308
10300077,Tienda especializada,3.465779288,-76.53024582
12946489,Tienda especializada,3.45298257375,-76.5290135869
13301445,Tienda especializada,3.395369987,-76.55397196
14466668,Tienda especializada,3.45834173,-76.53505202
11210523,Tienda especializada,3.466792646,-76.52627633
15313620,Tienda especializada,3.43496924246,-76.5363019144
14819494,Tienda especializada,3.488882798,-76.52279455
10301604,Tienda especializada,3.466873082,-76.52677051
10005692,Tienda especializada,3.45212673153,-76.5367914583
12336665,Tienda especializada,3.44743397779,-76.532735108
14384945,Tienda especializada,3.438014439,-76.535677
13336474,Tienda especializada,3.48607039132,-76.4946443896
15082902,Tienda especializada,3.43460271224,-76.5444413796
13098728,Tienda especializada,3.43309087498,-76.5437666973
10311355,Tienda especializada,3.43502647426,-76.5355713003
11950110,Tienda especializada,3.36804882372,-76.5303576174
13033931,Tienda especializada,3.341856131,-76.53115917
12594834,Tienda especializada,3.451289508,-76.53816351
14440994,Tienda especializada,3.39463822606,-76.545712946
14545669,Tienda especializada,3.4208267855,-76.5424842941
12359782,Tienda especializada,3.44827587665,-76.4847252874
15276504,Tienda especializada,3.45015802574,-76.5402707064
14137830,Tienda especializada,3.45164160931,-76.5290403323
10297240,Tienda especializada,3.462921355,-76.52593959
13335344,Tienda especializada,3.368955496,-76.53341436
11601697,Tienda especializada,3.36610556636,-76.5306868696
12121141,Tienda especializada,3.44187571978,-76.536781628
14310130,Tienda especializada,3.40241257978,-76.5439664684
10318277,Tienda especializada,3.452748959,-76.53429786
10789261,Tienda especializada,3.404006687,-76.54705994
12971628,Tienda especializada,3.35519452531,-76.5302506343
10766384,Tienda especializada,3.38866927915,-76.5452869481
15279474,Tienda especializada,3.44756408834,-76.5387364372
12302402,Tienda especializada,3.451336843,-76.53620656
14270268,Tienda especializada,3.4656612093,-76.5004343008
12905402,Tienda especializada,3.452622699,-76.5318971
14310080,Tienda especializada,3.42668245591,-76.5284519876
13768700,Tienda especializada,3.446696516,-76.54065827
10303030,Tienda especializada,3.483501443,-76.52588041
15322399,Tienda especializada,3.4506054883,-76.5303154151
12475026,Tienda especializada,3.422506913,-76.54176248
12609731,Tienda especializada,3.40519685608,-76.5406848294
12485389,Tienda especializada,3.398680847,-76.53791821
13743562,Tienda especializada,3.37332731493,-76.5407102407
13145198,Tienda especializada,3.44370097118,-76.522569698
15589922,Tienda especializada,3.4451624452,-76.5400954608
14024426,Tienda especializada,3.36406549851,-76.5327555888
12265336,Tienda especializada,3.438575278,-76.51453452
14508402,Tienda especializada,3.375153611,-76.54251307
14221626,Tienda especializada,3.434474624,-76.54386976
15287022,Tienda especializada,3.364666072,-76.53163548
14264048,Tienda especializada,3.39164431,-76.54905722
10973352,Tienda especializada,3.478659104,-76.50128644
11507522,Tienda especializada,3.398329001,-76.54054963
12152047,Tienda especializada,3.474601805,-76.51989227
11821030,Tienda especializada,3.47741469203,-76.5267353021
11395803,Tienda especializada,3.4347869039,-76.4705156235
14323208,Tienda especializada,3.424733537,-76.54077237
13147533,Tienda especializada,3.41851635308,-76.5094281583
12528105,Tienda especializada,3.448314996,-76.52783112
14089429,Tienda especializada,3.466186378,-76.50165519
15353998,Tienda especializada,3.497518961,-76.52487248
15092760,Tienda especializada,3.423905953,-76.54595239
10707982,Tienda especializada,3.479543857,-76.50083409
11518420,Tienda especializada,3.36435385029,-76.534204701
15346539,Tienda especializada,3.37079134873,-76.5276728642
11399177,Tienda especializada,3.406393888,-76.53873256
11749991,Tienda especializada,3.4087453987,-76.5348754163
11111788,Tienda especializada,3.45038927681,-76.5272272525
13282439,Tienda especializada,3.436329636,-76.46930812
10328573,Tienda especializada,3.41276385246,-76.5416480827
15146574,Tienda especializada,3.44860148573,-76.5293678411
14446587,Tienda especializada,3.46205562131,-76.500558017
13066543,Tienda especializada,3.33970825824,-76.5307502952
14862593,Tienda especializada,3.470248147,-76.52775738
14354815,Tienda especializada,3.382844441,-76.52891508
13502711,Tienda especializada,3.480567719,-76.52476942
14886675,Tienda especializada,3.45944273946,-76.5340995083
14994693,Tienda especializada,3.41206905851,-76.5335424073
11909074,Tienda especializada,3.46110284103,-76.5329625928
12962452,Tienda especializada,3.45162773907,-76.5318239083
12545596,Tienda especializada,3.41432528404,-76.547986238
14266936,Tienda especializada,3.487545482,-76.49944657
14557672,Tienda especializada,3.428130704,-76.5453133
11072188,Tienda especializada,3.46625476607,-76.5280454936
13956586,Tienda especializada,3.40206051667,-76.5111896562
14299911,Tienda especializada,3.4525359909,-76.4928892323
14321772,Tienda especializada,3.381535939,-76.516597
11258746,Tienda especializada,3.47690913568,-76.4852860708
14867162,Tienda especializada,3.43591007482,-76.5356869175
15337769,Tienda especializada,3.38245436741,-76.5291475529
11475795,Tienda especializada,3.409883437,-76.54772415
15413578,Tienda especializada,3.465797585,-76.49096211
15020928,Tienda especializada,3.44250310369,-76.5302180143
11239886,Tienda especializada,3.45464794497,-76.530888466
14961262,Tienda especializada,3.45047433181,-76.5321967148
10530848,Tienda especializada,3.435365803,-76.53452333
15109986,Tienda especializada,3.43519961566,-76.528343055
13670377,Tienda especializada,3.481169023,-76.52393215
10316214,Tienda especializada,3.405937274,-76.53981635
11561834,Tienda especializada,3.481977726,-76.51441504
11863875,Tienda especializada,3.463493256,-76.53314976
15238827,Tienda especializada,3.474835862,-76.52657725
14993620,Tienda especializada,3.430406442,-76.52085379
13325428,Tienda especializada,3.45131895502,-76.5324292136
13992078,Tienda especializada,3.41564441949,-76.49200188
12705331,Tienda especializada,3.42949455659,-76.5208097131
11293412,Tienda especializada,3.45124272441,-76.5295960334
15476344,Tienda especializada,3.485026076,-76.51615167
12137576,Tienda especializada,3.4140791824,-76.5405587127
12498234,Tienda especializada,3.451409508,-76.52792073
14221535,Tienda especializada,3.40461641274,-76.5332979535
15303464,Tienda especializada,3.382596817,-76.5372441
14154868,Tienda especializada,3.410347299,-76.54736534
13684766,Tienda especializada,3.422867065,-76.5412095
14014948,Tienda especializada,3.39944144,-76.54458544
12374708,Tienda especializada,3.444790109,-76.5058964
13823117,Tienda especializada,3.44993197,-76.53146315
14960454,Tienda especializada,3.40642027587,-76.5350211298
14772974,Tienda especializada,3.441338824,-76.53693122
13000112,Tienda especializada,3.344786497,-76.53086927
14179873,Tienda especializada,3.34649201382,-76.5344096061
13402425,Tienda especializada,3.450043013,-76.54108838
10609329,Tienda especializada,3.45127682809,-76.4864622595
15163652,Tienda especializada,3.39800555491,-76.54079529
13956677,Tienda especializada,3.391569067,-76.54962293
15360514,Tienda especializada,3.475171939,-76.50373238
11938081,Tienda especializada,3.45364415936,-76.5295856373
12800025,Tienda especializada,3.366646481,-76.53708628
14398903,Tienda especializada,3.364451118,-76.535794
10305258,Tienda especializada,3.45036807899,-76.5282079456
15390560,Tienda especializada,3.46620068378,-76.5302232411
14141758,Tienda especializada,3.397193629,-76.52672831
12370631,Tienda especializada,3.465153843,-76.49314649
15336456,Tienda especializada,3.45087118361,-76.526103195
14433619,Tienda especializada,3.41432528404,-76.547986238
10525699,Tienda especializada,3.45104498864,-76.5468832527
11057742,Tienda especializada,3.45061792848,-76.5293230313
11105061,Tienda especializada,3.450511126,-76.53831413
10621936,Tienda especializada,3.44878776919,-76.532434315
10636967,Tienda especializada,3.40980634043,-76.497845095
14085252,Tienda especializada,3.36804882372,-76.5303576174
13218532,Tienda especializada,3.40616994079,-76.535470454
15110901,Tienda especializada,3.429381218,-76.53645353
12651964,Tienda especializada,3.45211939513,-76.4847180182
10818391,Tienda especializada,3.48695133382,-76.4974719562
15236201,Tienda especializada,3.38594142802,-76.5386893824
15322332,Tienda especializada,3.37565627789,-76.5452261916
15056203,Tienda especializada,3.44965442095,-76.5289015767
12439873,Tienda especializada,3.466455034,-76.53217294
13577176,Tienda especializada,3.46518894446,-76.5010044473
14455810,Tienda especializada,3.45436422449,-76.5371869161
10520781,Tienda especializada,3.384020717,-76.52259255
12433801,Tienda especializada,3.397519837,-76.524795
11890746,Tienda especializada,3.463414247,-76.52293937
15177066,Tienda especializada,3.46596183576,-76.5304296525
15691371,Tienda especializada,3.46764869516,-76.5038861836
14960439,Tienda especializada,3.46292135476,-76.5259395911
12412342,Tienda especializada,3.42227631602,-76.5384178653
14178230,Tienda especializada,3.444183567,-76.52104256
14518682,Tienda especializada,3.43074664874,-76.5359039188
14490957,Tienda especializada,3.45842065,-76.51482525
12272415,Tienda especializada,3.471934797,-76.52782472
12082319,Tienda especializada,3.463402032,-76.52750756
12642880,Tienda especializada,3.485806948,-76.51629204
12370524,Tienda especializada,3.46552762739,-76.5008742335
14773394,Tienda especializada,3.449325669,-76.49878216
14351563,Tienda especializada,3.34649201382,-76.5344096061
10997070,Tienda especializada,3.409936567,-76.5421585
12732608,Tienda especializada,3.4774950831,-76.5056243729
13383500,Tienda especializada,3.42075942809,-76.5347204583
15138993,Tienda especializada,3.44364116208,-76.521630052
12962114,Tienda especializada,3.47944521244,-76.5265607305
14544027,Tienda especializada,3.43899450749,-76.536639067
14096267,Tienda especializada,3.465933885,-76.49953948
12512539,Tienda especializada,3.44940302588,-76.5300803302
11764347,Tienda especializada,3.40610027882,-76.5378515643
14799241,Tienda especializada,3.39463822606,-76.545712946
11416096,Tienda especializada,3.395286741,-76.53832787
13814801,Tienda especializada,3.37332731493,-76.5407102407
12859252,Tienda especializada,3.38594142802,-76.5386893824
15375439,Tienda especializada,3.33861722256,-76.5300900525
13262977,Tienda especializada,3.448648312,-76.5283818
12182556,Tienda especializada,3.43830815191,-76.4828087849
11610755,Tienda especializada,3.420636004,-76.54256733
13388731,Tienda especializada,3.46518894446,-76.5010044473
11080207,Tienda especializada,3.43501842556,-76.5347583641
13393830,Tienda especializada,3.41768867,-76.52698439
15642622,Tienda especializada,3.48357922479,-76.4967107866
12170064,Tienda especializada,3.46032612742,-76.5294451473
14513337,Tienda especializada,3.46449011442,-76.4953298704
11641644,Tienda especializada,3.435250647,-76.53598463
10316305,Tienda especializada,3.45051136739,-76.5403920476
12333068,Tienda especializada,3.424836859,-76.53808758
14221634,Tienda especializada,3.38175022487,-76.5435833058
14536221,Tienda especializada,3.45028826377,-76.5407046345
15342785,Tienda especializada,3.45051136739,-76.5403920476
14357743,Tienda especializada,3.40640978808,-76.5276550019
14221568,Tienda especializada,3.42931067391,-76.5269900352
14221527,Tienda especializada,3.37584895836,-76.5461489234
14011613,Tienda especializada,3.46376117078,-76.5156772728
14221550,Tienda especializada,3.38826292991,-76.5388009016
12658456,Tienda especializada,3.434309444,-76.53747559
11935178,Tienda especializada,3.46696951,-76.52612531
14017404,Tienda especializada,3.48085236,-76.52221789
10903813,Tienda especializada,3.463968048,-76.51261263
12692331,Tienda especializada,3.42124512721,-76.5442835395
13318308,Tienda especializada,3.47350159153,-76.5066259981
13161245,Tienda especializada,3.394273137,-76.54746865
11135233,Tienda especializada,3.449750593,-76.53197073
14558639,Tienda especializada,3.457764606,-76.53532875
12851051,Tienda especializada,3.43700037885,-76.4743780237
13912449,Tienda especializada,3.386546523,-76.53828585
13388715,Tienda especializada,3.4526067835,-76.4991971441
15235971,Tienda especializada,3.48224080576,-76.5142591524
13151873,Tienda especializada,3.47099773865,-76.5253049412
15607450,Tienda especializada,3.49045904201,-76.4972788076
10712255,Tienda especializada,3.435772756,-76.51617005
14527915,Tienda especializada,3.41432528404,-76.547986238
11824075,Tienda especializada,3.43308200132,-76.5421140347
15002280,Tienda especializada,3.355418513,-76.53026104
11824059,Tienda especializada,3.39494978964,-76.5463061333
10321388,Tienda especializada,3.491922514,-76.52602567
13074323,Tienda especializada,3.4230564612,-76.5463576598
13886619,Tienda especializada,3.449506194,-76.52898087
12370649,Tienda especializada,3.45838123306,-76.5149460178
11805850,Tienda especializada,3.454629528,-76.53656562
13634605,Tienda especializada,3.40649627806,-76.5326740905
11341302,Tienda especializada,3.45407944176,-76.5286903074
10538809,Tienda especializada,3.465179634,-76.50817723
10989861,Tienda especializada,3.45819638962,-76.5207556977
13274428,Tienda especializada,3.467120273,-76.48540777
13420492,Tienda especializada,3.35288758771,-76.5303610093
15135767,Tienda especializada,3.469628742,-76.52818169
15132145,Tienda especializada,3.366288214,-76.5301896
14796775,Tienda especializada,3.42291910691,-76.5426691812
14204101,Tienda especializada,3.39463822606,-76.545712946
10880870,Tienda especializada,3.435548787,-76.54498653
14502892,Tienda especializada,3.39587630378,-76.5390971386
15285786,Tienda especializada,3.37492763654,-76.5465495049
10520799,Tienda especializada,3.427550676,-76.49999127
15322365,Tienda especializada,3.4328010463,-76.5278095602
10304707,Tienda especializada,3.45016740662,-76.5278650338
13402441,Tienda especializada,3.450338851,-76.54087379
12514055,Tienda especializada,3.4492129105,-76.5278108315
12051421,Tienda especializada,3.450365332,-76.53946273
14089437,Tienda especializada,3.481204415,-76.51492273
15439250,Tienda especializada,3.370853669,-76.52368836
12670725,Tienda especializada,3.43500009181,-76.536427785
15648637,Tienda especializada,3.36259050977,-76.5249127203
12339529,Tienda especializada,3.33870326331,-76.5279700139
14510101,Tienda especializada,3.46325015145,-76.5076917144
13774302,Tienda especializada,3.3463425738,-76.5307497049
13822788,Tienda especializada,3.46680697,-76.52675353
14523468,Tienda especializada,3.475004243,-76.52895239
14304620,Tienda especializada,3.436442628,-76.5363729928
15306319,Tienda especializada,3.430345723,-76.53886504
14111074,Tienda especializada,3.41847787167,-76.5454366431
10304632,Tienda especializada,3.44905849615,-76.5317904173
13425954,Tienda especializada,3.480454807,-76.50441151
13586904,Tienda especializada,3.39799650073,-76.5423534599
10319473,Tienda especializada,3.45957360025,-76.5108134002
12227542,Tienda especializada,3.46518894446,-76.5010044473
12952719,Tienda especializada,3.461577144,-76.5264668
10310126,Tienda especializada,3.43051203771,-76.5426532637
13111471,Tienda especializada,3.435233208,-76.53585927
12531042,Tienda especializada,3.41609219056,-76.5480777331
14314686,Tienda especializada,3.397981956,-76.53889375
13966056,Tienda especializada,3.459193918,-76.52973801
13220769,Tienda especializada,3.442311029,-76.53071325
14594048,Tienda especializada,3.44948225135,-76.5397648086
14120794,Tienda especializada,3.36336541525,-76.5337178949
12418984,Tienda especializada,3.463648455,-76.51919517
13417084,Tienda especializada,3.45345431126,-76.5481788827
